source_dataset,source_column,target_dataset,target_column,score,notes
musicbrainz,id,Music Release,id,1.0,similarity_function=jaro_winkler
musicbrainz,id,Music Release,duration,0.5416666666666666,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_2,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_3,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_4,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_5,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_6,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,id,0.5303030303030303,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,artist,0.5934343434343434,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,release-date,0.39646464646464646,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,release-country,0.4601010101010101,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,label,0.43030303030303035,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,genre,0.5272727272727272,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,tracks,0.5050505050505051,similarity_function=jaro_winkler
musicbrainz,Attribute_7,Music Release,duration,0.43813131313131315,similarity_function=jaro_winkler
