source_dataset,source_column,target_dataset,target_column,score,notes
discogs,id,Music Release,id,1.0,similarity_function=jaro_winkler
discogs,id,Music Release,duration,0.5416666666666666,similarity_function=jaro_winkler
discogs,title_str,Music Release,id,0.5370370370370371,similarity_function=jaro_winkler
discogs,title_str,Music Release,name,0.4537037037037037,similarity_function=jaro_winkler
discogs,title_str,Music Release,artist,0.6203703703703703,similarity_function=jaro_winkler
discogs,title_str,Music Release,release-date,0.5092592592592592,similarity_function=jaro_winkler
discogs,title_str,Music Release,release-country,0.562962962962963,similarity_function=jaro_winkler
discogs,title_str,Music Release,label,0.5407407407407407,similarity_function=jaro_winkler
discogs,title_str,Music Release,genre,0.43703703703703706,similarity_function=jaro_winkler
discogs,title_str,Music Release,tracks,0.5185185185185185,similarity_function=jaro_winkler
discogs,title_str,Music Release,duration,0.41203703703703703,similarity_function=jaro_winkler
discogs,performer,Music Release,name,0.4537037037037037,similarity_function=jaro_winkler
discogs,performer,Music Release,artist,0.4259259259259259,similarity_function=jaro_winkler
discogs,performer,Music Release,release-date,0.4166666666666667,similarity_function=jaro_winkler
discogs,performer,Music Release,release-country,0.4962962962962963,similarity_function=jaro_winkler
discogs,performer,Music Release,label,0.43703703703703706,similarity_function=jaro_winkler
discogs,performer,Music Release,genre,0.6444444444444445,similarity_function=jaro_winkler
discogs,performer,Music Release,tracks,0.4259259259259259,similarity_function=jaro_winkler
discogs,performer,Music Release,duration,0.49074074074074076,similarity_function=jaro_winkler
discogs,pub_dt,Music Release,artist,0.4444444444444444,similarity_function=jaro_winkler
discogs,pub_dt,Music Release,release-date,0.5,similarity_function=jaro_winkler
discogs,pub_dt,Music Release,label,0.45555555555555555,similarity_function=jaro_winkler
discogs,pub_dt,Music Release,duration,0.5277777777777778,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,id,0.5333333333333333,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,artist,0.5111111111111111,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,release-date,0.45555555555555555,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,release-country,0.5444444444444444,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,label,0.43333333333333335,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,genre,0.5222222222222221,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,tracks,0.4222222222222222,similarity_function=jaro_winkler
discogs,origin_loc,Music Release,duration,0.5499999999999999,similarity_function=jaro_winkler
discogs,imprint,Music Release,id,0.5476190476190476,similarity_function=jaro_winkler
discogs,imprint,Music Release,name,0.46428571428571425,similarity_function=jaro_winkler
discogs,imprint,Music Release,artist,0.6428571428571429,similarity_function=jaro_winkler
discogs,imprint,Music Release,release-date,0.48412698412698413,similarity_function=jaro_winkler
discogs,imprint,Music Release,release-country,0.5428571428571428,similarity_function=jaro_winkler
discogs,imprint,Music Release,genre,0.44761904761904764,similarity_function=jaro_winkler
discogs,imprint,Music Release,tracks,0.4365079365079365,similarity_function=jaro_winkler
discogs,imprint,Music Release,duration,0.6071428571428571,similarity_function=jaro_winkler
discogs,category,Music Release,name,0.5833333333333334,similarity_function=jaro_winkler
discogs,category,Music Release,artist,0.5277777777777778,similarity_function=jaro_winkler
discogs,category,Music Release,release-date,0.3055555555555555,similarity_function=jaro_winkler
discogs,category,Music Release,release-country,0.5055555555555555,similarity_function=jaro_winkler
discogs,category,Music Release,label,0.5499999999999999,similarity_function=jaro_winkler
discogs,category,Music Release,genre,0.5499999999999999,similarity_function=jaro_winkler
discogs,category,Music Release,tracks,0.5138888888888888,similarity_function=jaro_winkler
discogs,category,Music Release,duration,0.5833333333333334,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,name,0.4362745098039216,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,artist,0.642483660130719,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,release-date,0.6174136321195145,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,release-country,0.5429738562091503,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,label,0.4196078431372549,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,genre,0.4196078431372549,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,tracks,0.8705882352941177,similarity_function=jaro_winkler
discogs,tracks_track-name,Music Release,duration,0.4950980392156863,similarity_function=jaro_winkler
