source_dataset,source_column,target_dataset,target_column,score,notes
lastfm,id,Music Release,id,1.0,similarity_function=jaro_winkler
lastfm,id,Music Release,duration,0.5416666666666666,similarity_function=jaro_winkler
lastfm,album_title,Music Release,name,0.5606060606060607,similarity_function=jaro_winkler
lastfm,album_title,Music Release,artist,0.6767676767676768,similarity_function=jaro_winkler
lastfm,album_title,Music Release,release-date,0.398989898989899,similarity_function=jaro_winkler
lastfm,album_title,Music Release,release-country,0.3767676767676768,similarity_function=jaro_winkler
lastfm,album_title,Music Release,label,0.5131313131313131,similarity_function=jaro_winkler
lastfm,album_title,Music Release,tracks,0.41919191919191917,similarity_function=jaro_winkler
lastfm,album_title,Music Release,duration,0.537878787878788,similarity_function=jaro_winkler
lastfm,band,Music Release,name,0.5,similarity_function=jaro_winkler
lastfm,band,Music Release,artist,0.47222222222222215,similarity_function=jaro_winkler
lastfm,band,Music Release,release-date,0.5555555555555555,similarity_function=jaro_winkler
lastfm,band,Music Release,release-country,0.4388888888888889,similarity_function=jaro_winkler
lastfm,band,Music Release,label,0.48333333333333334,similarity_function=jaro_winkler
lastfm,band,Music Release,genre,0.48333333333333334,similarity_function=jaro_winkler
lastfm,band,Music Release,tracks,0.47222222222222215,similarity_function=jaro_winkler
lastfm,band,Music Release,duration,0.4166666666666667,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,name,0.4362745098039216,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,artist,0.642483660130719,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,release-date,0.6174136321195145,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,release-country,0.5429738562091503,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,label,0.4196078431372549,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,genre,0.4196078431372549,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,tracks,0.8705882352941177,similarity_function=jaro_winkler
lastfm,tracks_track-name,Music Release,duration,0.4950980392156863,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,name,0.6458333333333334,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,artist,0.4861111111111111,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,release-date,0.4444444444444444,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,release-country,0.5361111111111111,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,label,0.6375000000000001,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,genre,0.5083333333333333,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,tracks,0.40972222222222227,similarity_function=jaro_winkler
lastfm,album_length_min,Music Release,duration,0.4166666666666667,similarity_function=jaro_winkler
