Blocking Key Value,Frequency
CHINA ,47
BANK O,26
GRUPO ,15
AMERIC,15
UNITED,14
MITSUB,13
GENERA,13
FIRST ,12
HYUNDA,11
BANCO ,11
DEUTSC,11
HUGEDO,10
NATION,9
SUMITO,9
ROYAL ,9
SAUDI ,8
SILVER,8
TOYOTA,8
NIPPON,7
PUBLIC,7
INDUST,7
CANADI,6
JOHNSO,6
ALLIAN,6
STANDA,6
CENTRA,6
SHANGH,6
ELECTR,5
NORTHE,5
JAPAN ,5
CAPITA,5
WESTER,5
CREDIT,5
ADVANC,5
PRUDEN,5
TIME W,5
SAMSUN,5
TAIWAN,5
BANCA ,5
INTUIT,4
COCA-C,4
BRITIS,4
DASSAU,4
PHILIP,4
UNION ,4
IMPERI,4
MITSUI,4
CROWN ,4
COMMER,4
GOOGLE,4
ROCKWE,4
GLOBAL,4
INTERN,4
LIBERT,4
NOBLE ,4
SEARS ,4
POWER ,4
ASAHI ,4
SOUTHE,4
CONSOL,4
SWISS ,4
WIX.CO,3
ALLERG,3
GANNET,3
DIRECT,3
EASTMA,3
DISNEY,3
INVEST,3
SMITH ,3
ISRAEL,3
FORMOS,3
PARAMO,3
BANQUE,3
PACIFI,3
TOKYO ,3
ORACLE,3
ORIENT,3
BUY DO,3
DOOSAN,3
BANK M,3
QUANTA,3
PEARSO,3
BORGWA,3
FEDERA,3
BHARAT,3
PROTEC,3
ERSTE ,3
EQUITY,3
HONG K,3
WALT D,3
HARLEY,3
POLARI,3
HUNTSM,3
FIDELI,3
HANWHA,3
PING A,3
PEOPLE,3
BOSTON,3
PEUGEO,3
PETRON,3
TRANSC,3
SIEMEN,3
INDIAN,3
APPLIE,3
HAMMER,3
RELIAN,3
VIACOM,3
WESTFI,3
SINOPE,3
GREAT ,3
MICROS,3
STATE ,3
CENTUR,3
COSTCO,3
THE CO,3
NEW ME,3
CITIC ,3
SUPER ,3
MARATH,3
MERCK ,3
THOMAS,3
CATHAY,3
KIMBER,3
STARWO,3
CHURCH,3
TELSTR,3
METRO ,3
DELTA ,3
STARBU,3
MOTORO,3
WORLD ,3
ZENITH,3
STANLE,3
YAMAHA,3
CONVER,3
CONTIN,3
FAST R,2
SEKISU,2
COGNIZ,2
COLGAT,2
COMPAS,2
COMERI,2
FASTEN,2
SECURI,2
COLOPL,2
SEADRI,2
FALABE,2
SCRIPP,2
DENTSU,2
EVERES,2
FACEBO,2
EXPERI,2
EQUIFA,2
CONOCO,2
ERICSS,2
SHERWI,2
ESSAR ,2
ETISAL,2
CONCHO,2
CONAGR,2
EURAZE,2
EUTELS,2
COMPUT,2
SCHROD,2
EVONIK,2
EXELON,2
SEVEN ,2
SCOR,2
CNP AS,2
FINANC,2
CITIGR,2
CIT GR,2
FORTUM,2
SAP,2
SANOFI,2
CINCIN,2
FRANKL,2
TE CON,2
TECHNI,2
SANLAM,2
FRAPOR,2
SANDIS,2
FRESEN,2
FRONTI,2
CHUGOK,2
FUJI E,2
FUJIFI,2
TELE2,2
FUJITS,2
SAMBA ,2
SAPUTO,2
CITRIX,2
TALANX,2
FOREST,2
SCHOTT,2
TALISM,2
SCHNEI,2
FINMEC,2
SHIMIZ,2
SCHLUM,2
TARGET,2
CLOROX,2
FIRSTE,2
SCHIND,2
FISERV,2
FLOWSE,2
CLIFFS,2
TATA M,2
FONCIÈ,2
SASOL,2
CLARIA,2
FOOT L,2
CJ CHE,2
SHIMAN,2
SHISEI,2
EOG RE,2
SKANSK,2
DANONE,2
SMITHS,2
DTE EN,2
DANGOT,2
DANAHE,2
DUBAI ,2
DAIWA ,2
SM INV,2
G4S,2
DP WOR,2
EAST W,2
DAIMLE,2
EASYJE,2
SK HYN,2
STMICR,2
STORA ,2
EBAY,2
ECOLAB,2
DANSKE,2
SOCIÉT,2
ECOPET,2
DIXONS,2
DELEK ,2
DEXIA,2
DIAGEO,2
DICK'S,2
SPECTR,2
DISCOV,2
STAPLE,2
SOUTHW,2
DEAN F,2
SODEXO,2
DOLLAR,2
SOLVAY,2
STATOI,2
DAVITA,2
DARDEN,2
SOJITZ,2
STEINH,2
SOFTBA,2
STRABA,2
SISTEM,2
ENTERT,2
CORNIN,2
EMPIRE,2
COSMO ,2
SIAM C,2
SWATCH,2
ENBRID,2
SWEDBA,2
SYMANT,2
ENCANA,2
SHOPRI,2
SVENSK,2
SYMPHO,2
ENEL,2
SYNGEN,2
ENI,2
SHIRE,2
SHINSE,2
ENTERG,2
CONSTE,2
EMIRAT,2
COUNTR,2
EDDIE ,2
SINGAP,2
STRYKE,2
EDF,2
SUBSEA,2
EISAI,2
SUN PH,2
SUNCOR,2
SINGTE,2
CST BR,2
MICRON,2
CRESCE,2
SIME D,2
CSR,2
SUNTOR,2
SIKA,2
SIGNAT,2
CRH,2
EMBRAE,2
SIGMA-,2
SALZGI,2
RIO TI,2
SALESF,2
21ST C,2
KINNEV,2
KINTET,2
NORTHR,2
NORTH ,2
KOHL'S,2
KOMATS,2
NORFOL,2
NORDST,2
KONICA,2
KOREA ,2
KOTAK ,2
KPN,2
NOMURA,2
KROGER,2
KUBOTA,2
KUWAIT,2
KYOCER,2
NITTO ,2
NISSAN,2
NISOUR,2
LAFARG,2
LAGARD,2
NINTEN,2
NINE E,2
NIKON,2
NOVATE,2
NOVOZY,2
GALAXY,2
KIA MO,2
OUTOKU,2
OSHKOS,2
JACOBS,2
JARDIN,2
ORIGIN,2
ORICA,2
ONTARI,2
ONEX,2
JINDAL,2
JM SMU,2
OLYMPU,2
JOY GL,2
JULIUS,2
JUNIPE,2
JYSKE ,2
OIL & ,2
KAJIMA,2
KASIKO,2
KAWASA,2
O'REIL,2
KELLOG,2
NVIDIA,2
KERING,2
KESKO,2
KEYENC,2
LANXES,2
LAS VE,2
NEWS C,2
LEGRAN,2
MARSH ,2
MARSHA,2
MARUBE,2
MOSAIC,2
MORGAN,2
MOODY',2
MASTER,2
MAXIM ,2
MONSAN,2
MAXIS,2
MAYBAN,2
MCDONA,2
MCGRAW,2
MCKESS,2
MEAD J,2
MONDEL,2
MECHEL,2
MEDIAO,2
MEDIAT,2
MEDTRO,2
MERCAN,2
METCAS,2
METLIF,2
METSO,2
MGM RE,2
MARKEL,2
MAPFRE,2
MANULI,2
LLOYDS,2
LEND L,2
LENNAR,2
LEVEL ,2
LG DIS,2
LG ELE,2
NEW WO,2
LIBERB,2
NETFLI,2
NETAPP,2
LINKED,2
NELNET,2
NCC GR,2
MANPOW,2
NATIXI,2
LOTTE ,2
NASDAQ,2
LUKOIL,2
LUNDBE,2
LUXOTT,2
LYONDE,2
MACQUA,2
MACY'S,2
MAGNIT,2
MURPHY,2
ITV,2
ITOCHU,2
PACCAR,2
HIKVIS,2
RENAUL,2
REMGRO,2
HALLIB,2
REALOG,2
RAYTHE,2
RAYMON,2
HARBIN,2
HARRIS,2
RANDST,2
RAKUTE,2
HCL TE,2
QUEST ,2
HEIDEL,2
HEINEK,2
HELLEN,2
QUALCO,2
HENKEL,2
QATAR ,2
HENRY ,2
HERBAL,2
HERMÈS,2
PVH CO,2
HERSHE,2
HEWLET,2
HEXAGO,2
GUANGZ,2
GUANGD,2
REYNOL,2
GENWOR,2
SAINT-,2
SAFRAN,2
