id1,id2,score,is_correct,classification
mbrainz_1,lastFM_1,1.0,False,FP
mbrainz_891,lastFM_2071,1.0,False,FP
mbrainz_13703,lastFM_29702,1.0,False,FP
mbrainz_13703,lastFM_70995,1.0,False,FP
mbrainz_1687,lastFM_3875,1.0,False,FP
mbrainz_4163,lastFM_8633,1.0,False,FP
mbrainz_6162,lastFM_12988,1.0,False,FP
mbrainz_9474,lastFM_20146,1.0,False,FP
mbrainz_14271,lastFM_31131,1.0,True,TP
mbrainz_29728,lastFM_74164,1.0,False,FP
mbrainz_47,lastFM_65,1.0,False,FP
mbrainz_54,lastFM_73,1.0,False,FP
mbrainz_193,lastFM_327,1.0,False,FP
mbrainz_296,lastFM_516,1.0,False,FP
mbrainz_340,lastFM_626,1.0,False,FP
mbrainz_536,lastFM_1179,1.0,False,FP
mbrainz_745,lastFM_1755,1.0,False,FP
mbrainz_760,lastFM_1787,1.0,False,FP
mbrainz_833,lastFM_1935,1.0,False,FP
mbrainz_1164,lastFM_2690,1.0,True,TP
mbrainz_1286,lastFM_2978,1.0,False,FP
mbrainz_1725,lastFM_3935,1.0,False,FP
mbrainz_1887,lastFM_4209,1.0,False,FP
mbrainz_1990,lastFM_4403,1.0,False,FP
mbrainz_2428,lastFM_5182,1.0,False,FP
mbrainz_2511,lastFM_5358,1.0,False,FP
mbrainz_2812,lastFM_5966,1.0,False,FP
mbrainz_2864,lastFM_6073,1.0,False,FP
mbrainz_3299,lastFM_6927,1.0,False,FP
mbrainz_4131,lastFM_8568,1.0,False,FP
mbrainz_4134,lastFM_8572,1.0,False,FP
mbrainz_4279,lastFM_8853,1.0,False,FP
mbrainz_4489,lastFM_9247,1.0,False,FP
mbrainz_4809,lastFM_9959,1.0,False,FP
mbrainz_4858,lastFM_10069,1.0,True,TP
mbrainz_4966,lastFM_10307,1.0,False,FP
mbrainz_5097,lastFM_10597,1.0,False,FP
mbrainz_5233,lastFM_10915,1.0,False,FP
mbrainz_5415,lastFM_11345,1.0,False,FP
mbrainz_5575,lastFM_11727,1.0,False,FP
mbrainz_6028,lastFM_12685,1.0,True,TP
mbrainz_6578,lastFM_13911,1.0,False,FP
mbrainz_6855,lastFM_14501,1.0,True,TP
mbrainz_7049,lastFM_14962,1.0,False,FP
mbrainz_7084,lastFM_15043,1.0,False,FP
mbrainz_7270,lastFM_15523,1.0,False,FP
mbrainz_8140,lastFM_17403,1.0,False,FP
mbrainz_8177,lastFM_17495,1.0,False,FP
mbrainz_8376,lastFM_17911,1.0,False,FP
mbrainz_8441,lastFM_18033,1.0,False,FP
mbrainz_8792,lastFM_18746,1.0,False,FP
mbrainz_8936,lastFM_19022,1.0,False,FP
mbrainz_9536,lastFM_20282,1.0,True,TP
mbrainz_9659,lastFM_20553,1.0,False,FP
mbrainz_9730,lastFM_20714,1.0,True,TP
mbrainz_9827,lastFM_20923,1.0,False,FP
mbrainz_9912,lastFM_21133,1.0,False,FP
mbrainz_10253,lastFM_21874,1.0,False,FP
mbrainz_10593,lastFM_22641,1.0,False,FP
mbrainz_10633,lastFM_22724,1.0,False,FP
mbrainz_11165,lastFM_23962,1.0,False,FP
mbrainz_11337,lastFM_24313,1.0,False,FP
mbrainz_11775,lastFM_25281,1.0,False,FP
mbrainz_12746,lastFM_27447,1.0,False,FP
mbrainz_13836,lastFM_30022,1.0,False,FP
mbrainz_14040,lastFM_30514,1.0,False,FP
mbrainz_14150,lastFM_30838,1.0,False,FP
mbrainz_14593,lastFM_31956,1.0,True,TP
mbrainz_15041,lastFM_33066,1.0,False,FP
mbrainz_15737,lastFM_35085,1.0,False,FP
mbrainz_15831,lastFM_35447,1.0,True,TP
