variant,model,train_total,train_positives,train_negatives,f1,precision,recall,tokens_used
faiss_small,rf,100,34,66,0.9620253164556961,0.9421487603305785,0.9827586206896551,0
faiss_small,xgb,100,34,66,0.9344262295081966,0.890625,0.9827586206896551,0
faiss_small,gb,100,34,66,0.9315068493150684,0.9902912621359223,0.8793103448275862,0
faiss_small,logreg,100,34,66,0.912280701754386,0.9285714285714286,0.896551724137931,0
faiss_small,hist_gb,100,34,66,0.9090909090909091,0.9615384615384616,0.8620689655172413,0
faiss_large,rf,600,200,400,0.9272727272727272,0.9807692307692307,0.8793103448275862,0
faiss_large,gb,600,200,400,0.9266055045871561,0.9901960784313726,0.8706896551724138,0
faiss_large,hist_gb,600,200,400,0.9223744292237444,0.9805825242718447,0.8706896551724138,0
faiss_large,xgb,600,200,400,0.9209302325581395,1.0,0.853448275862069,0
faiss_large,logreg,600,200,400,0.9,0.9519230769230769,0.853448275862069,0
active,rf,1125,664,461,0.9785407725321887,0.9743589743589743,0.9827586206896551,0
active,xgb,1125,664,461,0.9699570815450644,0.9658119658119658,0.9741379310344828,0
active,logreg,1125,664,461,0.9663865546218487,0.9426229508196722,0.9913793103448276,0
active,hist_gb,1125,664,461,0.9568965517241379,0.9568965517241379,0.9568965517241379,0
active,gb,1125,664,461,0.9411764705882353,0.9180327868852459,0.9655172413793104,0
faiss_small_plus_random,rf,120,34,86,0.9661016949152542,0.95,0.9827586206896551,0
faiss_small_plus_random,gb,120,34,86,0.9272727272727272,0.9807692307692307,0.8793103448275862,0
faiss_small_plus_random,hist_gb,120,34,86,0.9272727272727272,0.9807692307692307,0.8793103448275862,0
faiss_small_plus_random,xgb,120,34,86,0.9268292682926829,0.8769230769230769,0.9827586206896551,0
faiss_small_plus_random,logreg,120,34,86,0.9162995594713657,0.9369369369369369,0.896551724137931,0
faiss_large_plus_random,rf,720,200,520,0.923076923076923,0.9714285714285714,0.8793103448275862,0
faiss_large_plus_random,gb,720,200,520,0.9216589861751152,0.9900990099009901,0.8620689655172413,0
faiss_large_plus_random,xgb,720,200,520,0.9216589861751152,0.9900990099009901,0.8620689655172413,0
faiss_large_plus_random,hist_gb,720,200,520,0.9174311926605505,0.9803921568627451,0.8620689655172413,0
