id1,id2,label
dbpedia_61356,metacritic_5334,FALSE
dbpedia_17603,metacritic_4551,TRUE
dbpedia_61563,metacritic_9519,FALSE
dbpedia_51745,metacritic_14733,TRUE
dbpedia_18292,metacritic_18820,TRUE
dbpedia_51978,metacritic_19370,FALSE
dbpedia_27367,metacritic_9519,FALSE
dbpedia_3522,metacritic_277,TRUE
dbpedia_18513,metacritic_1005,TRUE
dbpedia_43089,metacritic_11012,FALSE
dbpedia_31317,metacritic_1415,TRUE
dbpedia_36038,metacritic_2186,FALSE
dbpedia_9179,metacritic_11046,FALSE
dbpedia_22306,metacritic_2589,TRUE
dbpedia_18864,metacritic_5334,FALSE
dbpedia_34121,metacritic_9519,FALSE
dbpedia_61004,metacritic_5851,FALSE
dbpedia_42626,metacritic_462,TRUE
dbpedia_1273,metacritic_14466,FALSE
dbpedia_59059,metacritic_11046,FALSE
dbpedia_40699,metacritic_18194,FALSE
dbpedia_32173,metacritic_18194,FALSE
dbpedia_17125,metacritic_843,FALSE
dbpedia_15017,metacritic_5334,FALSE
dbpedia_55488,metacritic_10359,TRUE
dbpedia_17044,metacritic_7421,FALSE
dbpedia_52435,metacritic_5851,FALSE
dbpedia_46434,metacritic_18601,FALSE
dbpedia_20602,metacritic_2437,TRUE
dbpedia_45302,metacritic_2646,FALSE
dbpedia_5394,metacritic_158,FALSE
dbpedia_56882,metacritic_5132,FALSE
dbpedia_12194,metacritic_526,FALSE
dbpedia_31382,metacritic_15570,FALSE
dbpedia_9550,metacritic_15977,TRUE
dbpedia_48519,metacritic_2646,FALSE
dbpedia_4521,metacritic_11046,FALSE
dbpedia_33321,metacritic_10411,TRUE
dbpedia_6587,metacritic_18601,FALSE
dbpedia_5869,metacritic_2906,TRUE
dbpedia_18166,metacritic_9519,FALSE
dbpedia_36293,metacritic_4588,TRUE
dbpedia_44334,metacritic_7371,FALSE
dbpedia_16873,metacritic_2186,FALSE
dbpedia_39179,metacritic_2646,TRUE
dbpedia_30743,metacritic_14359,TRUE
dbpedia_54779,metacritic_10397,TRUE
dbpedia_11710,metacritic_2750,TRUE
dbpedia_58838,metacritic_15643,FALSE
dbpedia_54895,metacritic_16895,TRUE
dbpedia_44881,metacritic_4551,TRUE
dbpedia_3319,metacritic_2186,FALSE
dbpedia_29686,metacritic_11351,TRUE
dbpedia_42833,metacritic_15643,FALSE
dbpedia_48519,metacritic_2186,FALSE
dbpedia_404,metacritic_158,TRUE
dbpedia_30645,metacritic_14413,TRUE
dbpedia_929,metacritic_2750,TRUE
dbpedia_45681,metacritic_18601,FALSE
dbpedia_23927,metacritic_14359,TRUE
dbpedia_63668,metacritic_18194,FALSE
dbpedia_19179,metacritic_16895,FALSE
dbpedia_15420,metacritic_2646,FALSE
dbpedia_47644,metacritic_13395,FALSE
dbpedia_24545,metacritic_10318,TRUE
dbpedia_48126,metacritic_9519,TRUE
dbpedia_12255,metacritic_11012,FALSE
dbpedia_32077,metacritic_15643,TRUE
dbpedia_28678,metacritic_2750,FALSE
dbpedia_684,metacritic_19370,FALSE
dbpedia_34137,metacritic_5132,FALSE
dbpedia_22866,metacritic_5132,FALSE
dbpedia_41177,metacritic_843,FALSE
dbpedia_18440,metacritic_9652,FALSE
dbpedia_34431,metacritic_14466,FALSE
dbpedia_58308,metacritic_6862,FALSE
dbpedia_43025,metacritic_843,FALSE
dbpedia_21106,metacritic_5470,TRUE
dbpedia_53887,metacritic_11012,FALSE
dbpedia_3363,metacritic_2139,FALSE
dbpedia_50238,metacritic_14733,TRUE
dbpedia_41,metacritic_17632,TRUE
dbpedia_58452,metacritic_158,FALSE
dbpedia_46987,metacritic_15570,FALSE
dbpedia_33102,metacritic_2646,FALSE
dbpedia_53752,metacritic_12940,TRUE
dbpedia_49516,metacritic_15977,FALSE
dbpedia_40201,metacritic_15643,FALSE
dbpedia_36038,metacritic_462,FALSE
dbpedia_28227,metacritic_843,FALSE
dbpedia_32899,metacritic_9519,FALSE
dbpedia_63909,metacritic_4719,FALSE
dbpedia_20506,metacritic_5334,FALSE
dbpedia_10487,metacritic_2646,FALSE
dbpedia_20443,metacritic_12326,FALSE
dbpedia_7675,metacritic_5132,FALSE
dbpedia_5770,metacritic_2589,TRUE
dbpedia_19846,metacritic_8061,TRUE
dbpedia_52576,metacritic_526,FALSE
dbpedia_4320,metacritic_2750,TRUE
dbpedia_27059,metacritic_4501,FALSE
dbpedia_13409,metacritic_8716,FALSE
dbpedia_10113,metacritic_198,TRUE
dbpedia_23141,metacritic_2646,FALSE
dbpedia_16064,metacritic_2646,FALSE
dbpedia_61374,metacritic_13395,TRUE
dbpedia_29162,metacritic_6862,FALSE
dbpedia_13409,metacritic_1415,FALSE
dbpedia_12915,metacritic_2646,FALSE
dbpedia_8611,metacritic_11351,TRUE
dbpedia_4553,metacritic_454,TRUE
dbpedia_1861,metacritic_15643,FALSE
dbpedia_18271,metacritic_2646,FALSE
dbpedia_6587,metacritic_16651,TRUE
dbpedia_44782,metacritic_7421,FALSE
dbpedia_45681,metacritic_16651,FALSE
dbpedia_11236,metacritic_198,FALSE
dbpedia_57446,metacritic_2750,FALSE
dbpedia_57495,metacritic_12290,TRUE
dbpedia_51732,metacritic_1675,TRUE
dbpedia_40550,metacritic_18601,FALSE
dbpedia_45817,metacritic_15977,FALSE
dbpedia_21083,metacritic_2646,FALSE
dbpedia_56801,metacritic_812,TRUE
dbpedia_3363,metacritic_1415,FALSE
dbpedia_44481,metacritic_1415,FALSE
dbpedia_51175,metacritic_15643,FALSE
dbpedia_31988,metacritic_13842,FALSE
dbpedia_1087,metacritic_2742,TRUE
dbpedia_33576,metacritic_2646,FALSE
dbpedia_32158,metacritic_14466,TRUE
dbpedia_208,metacritic_12182,TRUE
dbpedia_45681,metacritic_4719,FALSE
dbpedia_51724,metacritic_843,FALSE
dbpedia_31728,metacritic_3702,TRUE
dbpedia_59490,metacritic_7371,TRUE
dbpedia_9987,metacritic_2186,FALSE
dbpedia_23416,metacritic_843,TRUE
dbpedia_9533,metacritic_2750,TRUE
dbpedia_54954,metacritic_843,FALSE
dbpedia_9342,metacritic_6874,TRUE
dbpedia_56908,metacritic_18601,FALSE
dbpedia_14392,metacritic_158,FALSE
dbpedia_35515,metacritic_784,TRUE
dbpedia_20980,metacritic_10876,FALSE
dbpedia_31380,metacritic_843,FALSE
dbpedia_7708,metacritic_843,TRUE
dbpedia_13164,metacritic_4045,FALSE
dbpedia_29985,metacritic_16895,FALSE
dbpedia_45030,metacritic_15643,FALSE
dbpedia_37409,metacritic_13842,TRUE
dbpedia_15271,metacritic_9526,TRUE
dbpedia_62996,metacritic_15643,TRUE
dbpedia_59999,metacritic_2750,TRUE
dbpedia_15858,metacritic_7421,FALSE
dbpedia_2172,metacritic_5334,FALSE
dbpedia_5828,metacritic_2186,TRUE
dbpedia_51759,metacritic_18601,FALSE
dbpedia_20945,metacritic_11046,FALSE
dbpedia_32235,metacritic_2730,TRUE
dbpedia_26367,metacritic_3130,TRUE
dbpedia_22960,metacritic_2646,FALSE
dbpedia_14120,metacritic_12326,FALSE
dbpedia_15858,metacritic_6862,TRUE
dbpedia_24329,metacritic_526,FALSE
dbpedia_53044,metacritic_4719,FALSE
dbpedia_14723,metacritic_9652,TRUE
dbpedia_18448,metacritic_18601,TRUE
dbpedia_62846,metacritic_11012,FALSE
dbpedia_53763,metacritic_8089,TRUE
dbpedia_14850,metacritic_5334,TRUE
dbpedia_55816,metacritic_9091,TRUE
dbpedia_64813,metacritic_7371,FALSE
