mbrainz_4779,discogs_148148,false
mbrainz_15274,discogs_26467,false
mbrainz_12359,discogs_95440,true
mbrainz_5896,discogs_31667,true
mbrainz_4250,discogs_6725,false
mbrainz_12091,discogs_62243,false
mbrainz_4172,discogs_26162,false
mbrainz_20,discogs_18167,false
mbrainz_1262,discogs_4911,false
mbrainz_17609,discogs_49811,false
mbrainz_3416,discogs_113640,false
mbrainz_28262,discogs_11860,false
mbrainz_16794,discogs_893,false
mbrainz_22690,discogs_102195,false
mbrainz_6527,discogs_136285,false
mbrainz_22462,discogs_138074,true
mbrainz_19958,discogs_7622,false
mbrainz_196,discogs_118346,false
mbrainz_15627,discogs_123948,false
mbrainz_2670,discogs_11660,true
mbrainz_16193,discogs_144565,false
mbrainz_28342,discogs_164328,false
mbrainz_99,discogs_150863,false
mbrainz_21414,discogs_182972,false
mbrainz_809,discogs_52890,false
mbrainz_820,discogs_17229,true
mbrainz_592,discogs_2592,true
mbrainz_19491,discogs_89067,true
mbrainz_4460,discogs_276,false
mbrainz_9216,discogs_77437,false
mbrainz_31492,discogs_44726,false
mbrainz_2359,discogs_10363,true
mbrainz_17412,discogs_75308,false
mbrainz_3758,discogs_135668,false
mbrainz_1032,discogs_94853,false
mbrainz_26672,discogs_54434,false
mbrainz_1764,discogs_8246,true
mbrainz_5666,discogs_24669,true
mbrainz_33346,discogs_61328,false
mbrainz_7800,discogs_86102,false
mbrainz_6913,discogs_76077,false
mbrainz_6856,discogs_169626,false
mbrainz_3600,discogs_63049,false
mbrainz_31676,discogs_173484,false
mbrainz_2485,discogs_10874,true
mbrainz_29450,discogs_9904,false
mbrainz_1725,discogs_8151,true
mbrainz_14125,discogs_165295,false
mbrainz_3291,discogs_14239,true
mbrainz_236,discogs_125070,false
mbrainz_3396,discogs_74113,false
mbrainz_17408,discogs_147644,false
mbrainz_12170,discogs_8771,false
mbrainz_3987,discogs_17046,true
mbrainz_10669,discogs_48471,true
mbrainz_16293,discogs_55215,true
mbrainz_2744,discogs_11976,true
mbrainz_3844,discogs_14344,false
mbrainz_12436,discogs_17307,false
mbrainz_11584,discogs_163296,false
mbrainz_11479,discogs_52361,true
mbrainz_9240,discogs_26614,false
mbrainz_17839,discogs_190284,false
mbrainz_2365,discogs_15248,false
mbrainz_13364,discogs_2091,false
mbrainz_1513,discogs_39172,false
mbrainz_23008,discogs_2977,false
mbrainz_29430,discogs_114685,false
mbrainz_662,discogs_3035,true
mbrainz_26630,discogs_27566,false
mbrainz_11424,discogs_64985,true
mbrainz_4173,discogs_17875,true
mbrainz_3741,discogs_179059,false
mbrainz_211,discogs_645,true
mbrainz_9794,discogs_9120,false
mbrainz_10030,discogs_39489,false
mbrainz_1270,discogs_6033,true
mbrainz_23071,discogs_129805,false
mbrainz_18812,discogs_111385,false
mbrainz_24715,discogs_34606,false
mbrainz_29794,discogs_74273,true
mbrainz_31205,discogs_168294,false
mbrainz_16375,discogs_127079,true
mbrainz_5258,discogs_149008,false
mbrainz_211,discogs_127015,false
mbrainz_2444,discogs_13619,false
mbrainz_242,discogs_140670,false
mbrainz_2974,discogs_64735,false
mbrainz_3809,discogs_98308,false
mbrainz_1293,discogs_13839,false
mbrainz_1747,discogs_41404,false
mbrainz_2384,discogs_32292,false
mbrainz_10365,discogs_10765,false
mbrainz_1327,discogs_51530,false
mbrainz_10193,discogs_183081,false
mbrainz_12578,discogs_62295,true
mbrainz_7889,discogs_35360,true
mbrainz_9133,discogs_145972,false
mbrainz_5905,discogs_74896,false
mbrainz_4460,discogs_52441,false
mbrainz_26629,discogs_2806,false
mbrainz_23937,discogs_24239,false
mbrainz_10099,discogs_45502,true
mbrainz_3047,discogs_52846,false
mbrainz_256,discogs_27068,false
mbrainz_4339,discogs_126908,false
mbrainz_8393,discogs_44625,false
mbrainz_19858,discogs_81161,false
mbrainz_1513,discogs_20669,false
mbrainz_122,discogs_93480,false
mbrainz_2035,discogs_74132,false
mbrainz_2199,discogs_9712,true
mbrainz_4551,discogs_19426,true
