id1,id2,is_true_match,classification
mbrainz_1,lastFM_1,False,FP
mbrainz_1,lastFM_83154,False,FP
mbrainz_1,lastFM_6239,False,FP
mbrainz_1,lastFM_20930,False,FP
mbrainz_1,lastFM_53437,False,FP
mbrainz_2,lastFM_2,False,FP
mbrainz_2,lastFM_66834,False,FP
mbrainz_2,lastFM_5395,False,FP
mbrainz_2,lastFM_55435,False,FP
mbrainz_2,lastFM_60561,False,FP
mbrainz_2,lastFM_53717,False,FP
mbrainz_2,lastFM_368,False,FP
mbrainz_2,lastFM_68505,False,FP
mbrainz_2,lastFM_5451,False,FP
mbrainz_2,lastFM_43809,False,FP
mbrainz_2,lastFM_22612,False,FP
mbrainz_2,lastFM_29820,False,FP
mbrainz_2,lastFM_83259,False,FP
mbrainz_2,lastFM_36570,False,FP
mbrainz_2,lastFM_46690,False,FP
mbrainz_2,lastFM_44317,False,FP
mbrainz_2,lastFM_38701,False,FP
mbrainz_2,lastFM_64637,False,FP
mbrainz_2,lastFM_67757,False,FP
mbrainz_2,lastFM_8335,False,FP
mbrainz_3,lastFM_60876,False,FP
mbrainz_3,lastFM_19512,False,FP
mbrainz_3,lastFM_52169,False,FP
mbrainz_3,lastFM_53074,False,FP
mbrainz_3,lastFM_42904,False,FP
mbrainz_3,lastFM_44075,False,FP
mbrainz_3,lastFM_56273,False,FP
mbrainz_3,lastFM_23498,False,FP
mbrainz_3,lastFM_81836,False,FP
mbrainz_3,lastFM_8909,False,FP
mbrainz_3,lastFM_50991,False,FP
mbrainz_3,lastFM_67301,False,FP
mbrainz_3,lastFM_63924,False,FP
mbrainz_3,lastFM_82526,False,FP
mbrainz_3,lastFM_82689,False,FP
mbrainz_3,lastFM_6186,False,FP
mbrainz_3,lastFM_10389,False,FP
mbrainz_3,lastFM_54734,False,FP
mbrainz_3,lastFM_38820,False,FP
mbrainz_3,lastFM_75419,False,FP
mbrainz_4,lastFM_77028,False,FP
mbrainz_4,lastFM_10263,False,FP
mbrainz_4,lastFM_10951,False,FP
mbrainz_4,lastFM_64211,False,FP
mbrainz_4,lastFM_31863,False,FP
mbrainz_4,lastFM_17891,False,FP
mbrainz_4,lastFM_58877,False,FP
mbrainz_4,lastFM_6837,False,FP
mbrainz_4,lastFM_36779,False,FP
mbrainz_4,lastFM_58167,False,FP
mbrainz_4,lastFM_64702,False,FP
mbrainz_4,lastFM_38969,False,FP
mbrainz_4,lastFM_15751,False,FP
mbrainz_4,lastFM_64432,False,FP
mbrainz_4,lastFM_35630,False,FP
mbrainz_4,lastFM_80967,False,FP
mbrainz_4,lastFM_15074,False,FP
mbrainz_4,lastFM_35709,False,FP
mbrainz_4,lastFM_27304,False,FP
mbrainz_4,lastFM_13962,False,FP
mbrainz_6,lastFM_44174,False,FP
mbrainz_6,lastFM_25075,False,FP
mbrainz_6,lastFM_3631,False,FP
mbrainz_6,lastFM_12324,False,FP
mbrainz_6,lastFM_39747,False,FP
mbrainz_6,lastFM_18748,False,FP
mbrainz_6,lastFM_33472,False,FP
mbrainz_6,lastFM_19607,False,FP
mbrainz_6,lastFM_49838,False,FP
mbrainz_6,lastFM_3479,False,FP
mbrainz_6,lastFM_13245,False,FP
mbrainz_6,lastFM_72406,False,FP
mbrainz_6,lastFM_81400,False,FP
mbrainz_6,lastFM_54244,False,FP
mbrainz_6,lastFM_77664,False,FP
mbrainz_6,lastFM_48239,False,FP
mbrainz_6,lastFM_11727,False,FP
mbrainz_6,lastFM_10286,False,FP
mbrainz_6,lastFM_28101,False,FP
mbrainz_6,lastFM_24697,False,FP
mbrainz_7,lastFM_8,False,FP
mbrainz_7,lastFM_7392,False,FP
mbrainz_7,lastFM_41878,False,FP
mbrainz_7,lastFM_7654,False,FP
mbrainz_7,lastFM_258,False,FP
mbrainz_7,lastFM_24702,False,FP
mbrainz_7,lastFM_17191,False,FP
mbrainz_7,lastFM_6455,False,FP
mbrainz_7,lastFM_16520,False,FP
mbrainz_7,lastFM_22473,False,FP
mbrainz_7,lastFM_65734,False,FP
mbrainz_7,lastFM_56540,False,FP
mbrainz_7,lastFM_64903,False,FP
mbrainz_7,lastFM_69740,False,FP
mbrainz_7,lastFM_75439,False,FP
mbrainz_7,lastFM_42922,False,FP
mbrainz_7,lastFM_17566,False,FP
mbrainz_7,lastFM_18879,False,FP
mbrainz_7,lastFM_883,False,FP
mbrainz_7,lastFM_58492,False,FP
mbrainz_8,lastFM_23040,False,FP
mbrainz_8,lastFM_53301,False,FP
mbrainz_8,lastFM_60137,False,FP
mbrainz_8,lastFM_25256,False,FP
mbrainz_8,lastFM_53475,False,FP
mbrainz_8,lastFM_66126,False,FP
mbrainz_8,lastFM_57669,False,FP
