source_dataset,source_column,target_dataset,target_column,score,notes
sales,id,Videogames,id,1.0,similarity_function=jaro_winkler
sales,id,Videogames,developer,0.5370370370370371,similarity_function=jaro_winkler
sales,id,Videogames,criticScore,0.5303030303030303,similarity_function=jaro_winkler
sales,prod_title,Videogames,id,0.5333333333333333,similarity_function=jaro_winkler
sales,prod_title,Videogames,releaseYear,0.46060606060606063,similarity_function=jaro_winkler
sales,prod_title,Videogames,developer,0.5314814814814816,similarity_function=jaro_winkler
sales,prod_title,Videogames,genres,0.4222222222222222,similarity_function=jaro_winkler
sales,prod_title,Videogames,publisher,0.5444444444444444,similarity_function=jaro_winkler
sales,prod_title,Videogames,platform,0.44722222222222224,similarity_function=jaro_winkler
sales,prod_title,Videogames,criticScore,0.5045454545454545,similarity_function=jaro_winkler
sales,prod_title,Videogames,userScore,0.5444444444444444,similarity_function=jaro_winkler
sales,prod_title,Videogames,globalSales,0.5242424242424243,similarity_function=jaro_winkler
sales,prod_title,Videogames,series,0.5111111111111111,similarity_function=jaro_winkler
sales,launch_dt,Videogames,name,0.40740740740740744,similarity_function=jaro_winkler
sales,launch_dt,Videogames,releaseYear,0.468013468013468,similarity_function=jaro_winkler
sales,launch_dt,Videogames,genres,0.4259259259259259,similarity_function=jaro_winkler
sales,launch_dt,Videogames,publisher,0.4444444444444444,similarity_function=jaro_winkler
sales,launch_dt,Videogames,platform,0.49074074074074076,similarity_function=jaro_winkler
sales,launch_dt,Videogames,criticScore,0.4006734006734007,similarity_function=jaro_winkler
sales,launch_dt,Videogames,userScore,0.48148148148148145,similarity_function=jaro_winkler
sales,launch_dt,Videogames,globalSales,0.468013468013468,similarity_function=jaro_winkler
sales,studio,Videogames,id,0.5555555555555555,similarity_function=jaro_winkler
sales,studio,Videogames,developer,0.5185185185185185,similarity_function=jaro_winkler
sales,studio,Videogames,publisher,0.5185185185185185,similarity_function=jaro_winkler
sales,studio,Videogames,platform,0.5277777777777778,similarity_function=jaro_winkler
sales,studio,Videogames,criticScore,0.47979797979797983,similarity_function=jaro_winkler
sales,studio,Videogames,userScore,0.5,similarity_function=jaro_winkler
sales,studio,Videogames,globalSales,0.41919191919191917,similarity_function=jaro_winkler
sales,studio,Videogames,series,0.5555555555555555,similarity_function=jaro_winkler
sales,dist,Videogames,id,0.6666666666666666,similarity_function=jaro_winkler
sales,dist,Videogames,releaseYear,0.44696969696969696,similarity_function=jaro_winkler
sales,dist,Videogames,developer,0.4537037037037037,similarity_function=jaro_winkler
sales,dist,Videogames,publisher,0.5740740740740741,similarity_function=jaro_winkler
sales,dist,Videogames,platform,0.4583333333333333,similarity_function=jaro_winkler
sales,dist,Videogames,criticScore,0.5606060606060607,similarity_function=jaro_winkler
sales,dist,Videogames,userScore,0.4537037037037037,similarity_function=jaro_winkler
sales,dist,Videogames,series,0.4444444444444444,similarity_function=jaro_winkler
sales,press_score,Videogames,name,0.44696969696969696,similarity_function=jaro_winkler
sales,press_score,Videogames,releaseYear,0.5696969696969697,similarity_function=jaro_winkler
sales,press_score,Videogames,developer,0.5193602693602694,similarity_function=jaro_winkler
sales,press_score,Videogames,genres,0.47979797979797983,similarity_function=jaro_winkler
sales,press_score,Videogames,publisher,0.5193602693602694,similarity_function=jaro_winkler
sales,press_score,Videogames,platform,0.5492424242424242,similarity_function=jaro_winkler
sales,press_score,Videogames,criticScore,0.6363636363636364,similarity_function=jaro_winkler
sales,press_score,Videogames,userScore,0.757094757094757,similarity_function=jaro_winkler
sales,press_score,Videogames,series,0.5934343434343434,similarity_function=jaro_winkler
sales,comm_rating,Videogames,name,0.44696969696969696,similarity_function=jaro_winkler
sales,comm_rating,Videogames,releaseYear,0.393939393939394,similarity_function=jaro_winkler
sales,comm_rating,Videogames,developer,0.468013468013468,similarity_function=jaro_winkler
sales,comm_rating,Videogames,genres,0.41919191919191917,similarity_function=jaro_winkler
sales,comm_rating,Videogames,publisher,0.3013468013468013,similarity_function=jaro_winkler
sales,comm_rating,Videogames,platform,0.5598484848484849,similarity_function=jaro_winkler
sales,comm_rating,Videogames,criticScore,0.5757575757575758,similarity_function=jaro_winkler
sales,comm_rating,Videogames,userScore,0.4006734006734007,similarity_function=jaro_winkler
sales,comm_rating,Videogames,globalSales,0.4545454545454546,similarity_function=jaro_winkler
sales,comm_rating,Videogames,series,0.41919191919191917,similarity_function=jaro_winkler
sales,age_classification,Videogames,name,0.5370370370370371,similarity_function=jaro_winkler
sales,age_classification,Videogames,releaseYear,0.4441077441077441,similarity_function=jaro_winkler
sales,age_classification,Videogames,developer,0.4444444444444444,similarity_function=jaro_winkler
sales,age_classification,Videogames,genres,0.5555555555555555,similarity_function=jaro_winkler
sales,age_classification,Videogames,publisher,0.47222222222222215,similarity_function=jaro_winkler
sales,age_classification,Videogames,platform,0.40277777777777773,similarity_function=jaro_winkler
sales,age_classification,Videogames,criticScore,0.5151515151515151,similarity_function=jaro_winkler
sales,age_classification,Videogames,userScore,0.38888888888888884,similarity_function=jaro_winkler
sales,age_classification,Videogames,globalSales,0.5151515151515151,similarity_function=jaro_winkler
sales,age_classification,Videogames,series,0.46296296296296297,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,id,0.5256410256410257,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,name,0.4423076923076923,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,releaseYear,0.3892773892773893,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,genres,0.49572649572649574,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,publisher,0.5007122507122507,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,platform,0.5352564102564102,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,criticScore,0.5011655011655012,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,userScore,0.5213675213675214,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,globalSales,0.3900543900543901,similarity_function=jaro_winkler
sales,units_sold_mm,Videogames,series,0.46581196581196577,similarity_function=jaro_winkler
