source_dataset,source_column,target_dataset,target_column,score,notes
metacritic,id,Videogames,id,1.0,similarity_function=jaro_winkler
metacritic,id,Videogames,developer,0.5370370370370371,similarity_function=jaro_winkler
metacritic,id,Videogames,criticScore,0.5303030303030303,similarity_function=jaro_winkler
metacritic,game_title,Videogames,name,0.6833333333333332,similarity_function=jaro_winkler
metacritic,game_title,Videogames,releaseYear,0.41313131313131307,similarity_function=jaro_winkler
metacritic,game_title,Videogames,developer,0.5444444444444444,similarity_function=jaro_winkler
metacritic,game_title,Videogames,genres,0.5111111111111111,similarity_function=jaro_winkler
metacritic,game_title,Videogames,publisher,0.3074074074074074,similarity_function=jaro_winkler
metacritic,game_title,Videogames,platform,0.48333333333333334,similarity_function=jaro_winkler
metacritic,game_title,Videogames,criticScore,0.41313131313131307,similarity_function=jaro_winkler
metacritic,game_title,Videogames,userScore,0.4740740740740741,similarity_function=jaro_winkler
metacritic,game_title,Videogames,globalSales,0.5878787878787879,similarity_function=jaro_winkler
metacritic,game_title,Videogames,series,0.5111111111111111,similarity_function=jaro_winkler
metacritic,year_published,Videogames,name,0.38095238095238093,similarity_function=jaro_winkler
metacritic,year_published,Videogames,releaseYear,0.5468975468975469,similarity_function=jaro_winkler
metacritic,year_published,Videogames,developer,0.5708994708994709,similarity_function=jaro_winkler
metacritic,year_published,Videogames,genres,0.5714285714285715,similarity_function=jaro_winkler
metacritic,year_published,Videogames,publisher,0.7328042328042329,similarity_function=jaro_winkler
metacritic,year_published,Videogames,platform,0.41865079365079366,similarity_function=jaro_winkler
metacritic,year_published,Videogames,criticScore,0.49567099567099565,similarity_function=jaro_winkler
metacritic,year_published,Videogames,userScore,0.49338624338624343,similarity_function=jaro_winkler
metacritic,year_published,Videogames,globalSales,0.47056277056277057,similarity_function=jaro_winkler
metacritic,year_published,Videogames,series,0.6507936507936508,similarity_function=jaro_winkler
metacritic,made_by,Videogames,id,0.5476190476190476,similarity_function=jaro_winkler
metacritic,made_by,Videogames,name,0.6150793650793651,similarity_function=jaro_winkler
metacritic,made_by,Videogames,releaseYear,0.32251082251082247,similarity_function=jaro_winkler
metacritic,made_by,Videogames,developer,0.5026455026455027,similarity_function=jaro_winkler
metacritic,made_by,Videogames,genres,0.4365079365079365,similarity_function=jaro_winkler
metacritic,made_by,Videogames,publisher,0.41798941798941797,similarity_function=jaro_winkler
metacritic,made_by,Videogames,platform,0.4226190476190476,similarity_function=jaro_winkler
metacritic,made_by,Videogames,userScore,0.41798941798941797,similarity_function=jaro_winkler
metacritic,made_by,Videogames,globalSales,0.32251082251082247,similarity_function=jaro_winkler
metacritic,made_by,Videogames,series,0.4365079365079365,similarity_function=jaro_winkler
metacritic,console,Videogames,name,0.46428571428571425,similarity_function=jaro_winkler
metacritic,console,Videogames,releaseYear,0.45598845598845594,similarity_function=jaro_winkler
metacritic,console,Videogames,developer,0.4761904761904761,similarity_function=jaro_winkler
metacritic,console,Videogames,genres,0.5317460317460317,similarity_function=jaro_winkler
metacritic,console,Videogames,publisher,0.4761904761904761,similarity_function=jaro_winkler
metacritic,console,Videogames,platform,0.4226190476190476,similarity_function=jaro_winkler
metacritic,console,Videogames,criticScore,0.5670995670995671,similarity_function=jaro_winkler
metacritic,console,Videogames,userScore,0.5873015873015873,similarity_function=jaro_winkler
metacritic,console,Videogames,globalSales,0.45598845598845594,similarity_function=jaro_winkler
metacritic,console,Videogames,series,0.373015873015873,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,name,0.4444444444444444,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,releaseYear,0.5570707070707072,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,developer,0.46296296296296297,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,genres,0.47222222222222215,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,publisher,0.5907407407407408,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,platform,0.5277777777777778,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,criticScore,0.4823232323232323,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,userScore,0.5092592592592592,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,globalSales,0.39141414141414144,similarity_function=jaro_winkler
metacritic,press_rating,Videogames,series,0.5833333333333334,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,name,0.5512820512820512,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,releaseYear,0.5023310023310024,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,developer,0.4102564102564103,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,genres,0.49572649572649574,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,publisher,0.584045584045584,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,platform,0.6025641025641025,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,criticScore,0.4452214452214452,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,userScore,0.5213675213675214,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,globalSales,0.47377622377622375,similarity_function=jaro_winkler
metacritic,player_rating,Videogames,series,0.49572649572649574,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,name,0.5666666666666667,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,releaseYear,0.5045454545454545,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,developer,0.4740740740740741,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,genres,0.6,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,publisher,0.3074074074074074,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,platform,0.44722222222222224,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,criticScore,0.5242424242424243,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,userScore,0.4740740740740741,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,globalSales,0.41313131313131307,similarity_function=jaro_winkler
metacritic,age_rating,Videogames,series,0.6,similarity_function=jaro_winkler
