source_dataset,source_column,target_dataset,target_column,score,notes
dbpedia,id,Videogames,id,1.0,similarity_function=jaro_winkler
dbpedia,id,Videogames,developer,0.5370370370370371,similarity_function=jaro_winkler
dbpedia,id,Videogames,criticScore,0.5303030303030303,similarity_function=jaro_winkler
dbpedia,title,Videogames,id,0.5666666666666667,similarity_function=jaro_winkler
dbpedia,title,Videogames,name,0.48333333333333334,similarity_function=jaro_winkler
dbpedia,title,Videogames,releaseYear,0.3606060606060606,similarity_function=jaro_winkler
dbpedia,title,Videogames,developer,0.37407407407407406,similarity_function=jaro_winkler
dbpedia,title,Videogames,genres,0.45555555555555555,similarity_function=jaro_winkler
dbpedia,title,Videogames,publisher,0.5333333333333333,similarity_function=jaro_winkler
dbpedia,title,Videogames,platform,0.3833333333333333,similarity_function=jaro_winkler
dbpedia,title,Videogames,criticScore,0.3606060606060606,similarity_function=jaro_winkler
dbpedia,title,Videogames,userScore,0.43703703703703706,similarity_function=jaro_winkler
dbpedia,title,Videogames,globalSales,0.43030303030303035,similarity_function=jaro_winkler
dbpedia,title,Videogames,series,0.5777777777777778,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,name,0.40740740740740744,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,releaseYear,0.5353535353535354,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,developer,0.40740740740740744,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,genres,0.4259259259259259,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,publisher,0.5462962962962963,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,platform,0.5694444444444444,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,criticScore,0.468013468013468,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,userScore,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,launch_yr,Videogames,globalSales,0.468013468013468,similarity_function=jaro_winkler
dbpedia,studio,Videogames,id,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,studio,Videogames,developer,0.5185185185185185,similarity_function=jaro_winkler
dbpedia,studio,Videogames,publisher,0.5185185185185185,similarity_function=jaro_winkler
dbpedia,studio,Videogames,platform,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,studio,Videogames,criticScore,0.47979797979797983,similarity_function=jaro_winkler
dbpedia,studio,Videogames,userScore,0.5,similarity_function=jaro_winkler
dbpedia,studio,Videogames,globalSales,0.41919191919191917,similarity_function=jaro_winkler
dbpedia,studio,Videogames,series,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,system,Videogames,name,0.47222222222222215,similarity_function=jaro_winkler
dbpedia,system,Videogames,releaseYear,0.3383838383838384,similarity_function=jaro_winkler
dbpedia,system,Videogames,developer,0.4259259259259259,similarity_function=jaro_winkler
dbpedia,system,Videogames,genres,0.4444444444444444,similarity_function=jaro_winkler
dbpedia,system,Videogames,publisher,0.5185185185185185,similarity_function=jaro_winkler
dbpedia,system,Videogames,platform,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,system,Videogames,criticScore,0.41919191919191917,similarity_function=jaro_winkler
dbpedia,system,Videogames,userScore,0.5185185185185185,similarity_function=jaro_winkler
dbpedia,system,Videogames,series,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,name,0.40740740740740744,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,releaseYear,0.6026936026936026,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,developer,0.40740740740740744,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,genres,0.5,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,publisher,0.5462962962962963,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,platform,0.41203703703703703,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,criticScore,0.5193602693602694,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,userScore,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,globalSales,0.42424242424242414,similarity_function=jaro_winkler
dbpedia,franchise,Videogames,series,0.611111111111111,similarity_function=jaro_winkler
