source_dataset,source_column,target_dataset,target_column,score,notes
dbpedia,id,Companies,id,1.0,similarity_function=jaro_winkler
dbpedia,id,Companies,city,0.5833333333333334,similarity_function=jaro_winkler
dbpedia,id,Companies,industry,0.775,similarity_function=jaro_winkler
dbpedia,id,Companies,founders,0.5416666666666666,similarity_function=jaro_winkler
dbpedia,org_name,Companies,website,0.4226190476190476,similarity_function=jaro_winkler
dbpedia,org_name,Companies,founded,0.6011904761904762,similarity_function=jaro_winkler
dbpedia,org_name,Companies,country,0.5119047619047619,similarity_function=jaro_winkler
dbpedia,org_name,Companies,industry,0.4166666666666667,similarity_function=jaro_winkler
dbpedia,org_name,Companies,revenue,0.6011904761904762,similarity_function=jaro_winkler
dbpedia,org_name,Companies,founders,0.5833333333333334,similarity_function=jaro_winkler
dbpedia,established,Companies,name,0.393939393939394,similarity_function=jaro_winkler
dbpedia,established,Companies,website,0.6897546897546897,similarity_function=jaro_winkler
dbpedia,established,Companies,founded,0.48917748917748916,similarity_function=jaro_winkler
dbpedia,established,Companies,country,0.41125541125541126,similarity_function=jaro_winkler
dbpedia,established,Companies,city,0.44696969696969696,similarity_function=jaro_winkler
dbpedia,established,Companies,industry,0.4772727272727273,similarity_function=jaro_winkler
dbpedia,established,Companies,assets,0.695959595959596,similarity_function=jaro_winkler
dbpedia,established,Companies,revenue,0.48917748917748916,similarity_function=jaro_winkler
dbpedia,established,Companies,founders,0.3106060606060606,similarity_function=jaro_winkler
dbpedia,nation,Companies,name,0.611111111111111,similarity_function=jaro_winkler
dbpedia,nation,Companies,website,0.4365079365079365,similarity_function=jaro_winkler
dbpedia,nation,Companies,founded,0.4365079365079365,similarity_function=jaro_winkler
dbpedia,nation,Companies,country,0.373015873015873,similarity_function=jaro_winkler
dbpedia,nation,Companies,city,0.4444444444444444,similarity_function=jaro_winkler
dbpedia,nation,Companies,industry,0.5138888888888888,similarity_function=jaro_winkler
dbpedia,nation,Companies,assets,0.5555555555555555,similarity_function=jaro_winkler
dbpedia,nation,Companies,revenue,0.4365079365079365,similarity_function=jaro_winkler
dbpedia,nation,Companies,founders,0.3611111111111111,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,id,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,name,0.38888888888888884,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,website,0.5595238095238095,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,founded,0.44841269841269843,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,country,0.44841269841269843,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,industry,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,assets,0.47222222222222215,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,revenue,0.5595238095238095,similarity_function=jaro_winkler
dbpedia,headquarters,Companies,founders,0.6138888888888889,similarity_function=jaro_winkler
dbpedia,sector,Companies,name,0.47222222222222215,similarity_function=jaro_winkler
dbpedia,sector,Companies,website,0.5396825396825397,similarity_function=jaro_winkler
dbpedia,sector,Companies,country,0.6428571428571429,similarity_function=jaro_winkler
dbpedia,sector,Companies,city,0.611111111111111,similarity_function=jaro_winkler
dbpedia,sector,Companies,industry,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,sector,Companies,assets,0.6666666666666666,similarity_function=jaro_winkler
dbpedia,sector,Companies,revenue,0.4365079365079365,similarity_function=jaro_winkler
dbpedia,sector,Companies,founders,0.5277777777777778,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,name,0.44047619047619047,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,website,0.4761904761904762,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,founded,0.30952380952380953,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,country,0.30952380952380953,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,city,0.44047619047619047,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,industry,0.3988095238095238,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,assets,0.41269841269841273,similarity_function=jaro_winkler
dbpedia,keypeople_name,Companies,revenue,0.5357142857142857,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,name,0.5416666666666666,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,website,0.4275793650793651,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,founded,0.4702380952380952,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,country,0.30357142857142855,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,city,0.4375,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,assets,0.6805555555555555,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,revenue,0.40178571428571425,similarity_function=jaro_winkler
dbpedia,total_assets_val,Companies,founders,0.40972222222222215,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,name,0.3846153846153846,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,website,0.40659340659340665,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,founded,0.3131868131868132,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,country,0.3131868131868132,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,industry,0.4679487179487179,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,assets,0.41452991452991456,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,revenue,0.47985347985347987,similarity_function=jaro_winkler
dbpedia,annual_income,Companies,founders,0.30128205128205127,similarity_function=jaro_winkler
