id1,id2,score
http://www.forbes.com/companies/ucb/,fullcontact_766,0.6886441707471062
http://www.forbes.com/companies/brookfield-asset-management/,fullcontact_172,0.9808124980084855
http://www.forbes.com/companies/pernod-ricard/,fullcontact_29,0.9834324516514
http://www.forbes.com/companies/new-media-investment-group/,fullcontact_537,0.9879061846285154
http://www.forbes.com/companies/actelion/,fullcontact_53,0.5798047395505338
http://www.forbes.com/companies/publicis-groupe/,fullcontact_609,0.9808124980084855
http://www.forbes.com/companies/bristol-myers-squibb/,fullcontact_157,0.9701233627490957
http://www.forbes.com/companies/singapore-airlines/,fullcontact_677,0.9814911666338965
http://www.forbes.com/companies/philip-morris-international/,fullcontact_592,0.9879061846285154
http://www.forbes.com/companies/vimpelcom/,fullcontact_795,0.8653000344909901
http://www.forbes.com/companies/las-vegas-sands/,fullcontact_643,0.9874920911351766
http://www.forbes.com/companies/brown-forman/,fullcontact_173,0.8928641586936034
http://www.forbes.com/companies/stmicroelectronics/,fullcontact_695,0.9075726381021822
http://www.forbes.com/companies/ziggo/,fullcontact_840,0.9814031303372084
http://www.forbes.com/companies/grupo-aval/,fullcontact_364,0.9814031303372084
http://www.forbes.com/companies/dte-energy/,fullcontact_273,0.9895678345772584
http://www.forbes.com/companies/aberdeen-asset-management/,fullcontact_46,0.9841246600821828
http://www.forbes.com/companies/gemalto/,fullcontact_346,0.9824350189762904
http://www.forbes.com/companies/hammerson/,fullcontact_369,0.9841246600821828
http://www.forbes.com/companies/julius-baer-group/,fullcontact_446,0.9840190479033324
http://www.forbes.com/companies/kddi/,fullcontact_450,0.6886883483491898
http://www.forbes.com/companies/ppg-industries/,fullcontact_7,0.9879061846285154
http://www.forbes.com/companies/talisman-energy/,fullcontact_717,0.9572061972414432
http://www.forbes.com/companies/rexel/,fullcontact_623,0.8523618973365833
http://www.forbes.com/companies/unibail-rodamco/,fullcontact_769,0.9808124980084855
http://www.forbes.com/companies/metcash/,fullcontact_505,0.9824350189762904
http://www.forbes.com/companies/tele2/,fullcontact_725,0.9807223954022647
http://www.forbes.com/companies/gas-natural-fenosa/,fullcontact_341,0.9521037534976341
http://www.forbes.com/companies/braskem/,fullcontact_168,0.9817913553204608
http://www.forbes.com/companies/foot-locker/,fullcontact_326,0.9895678345772584
http://www.forbes.com/companies/medtronic/,fullcontact_502,0.9879061846285154
http://www.forbes.com/companies/capgemini/,fullcontact_188,0.9808124980084855
http://www.forbes.com/companies/crescent-point-energy/,fullcontact_239,0.9740649424394886
http://www.forbes.com/companies/keyence/,fullcontact_454,0.7923784514017723
http://www.forbes.com/companies/atlas-copco/,fullcontact_116,0.9807223954022647
http://www.forbes.com/companies/kohls/,fullcontact_460,0.3999314817526596
http://www.forbes.com/companies/abbvie/,fullcontact_44,0.8797623346728486
http://www.forbes.com/companies/heidelbergcement/,fullcontact_373,0.9333288869122178
http://www.forbes.com/companies/conocophillips/,fullcontact_230,0.9879061846285154
http://www.forbes.com/companies/marathon-oil/,fullcontact_1215,0.966765712762325
http://www.forbes.com/companies/hormel-foods/,fullcontact_387,0.966765712762325
http://www.forbes.com/companies/hyundai-steel/,fullcontact_405,0.5618741019245121
http://www.forbes.com/companies/wistron/,fullcontact_823,0.7059659318990243
http://www.forbes.com/companies/strabag/,fullcontact_704,0.9824350189762904
http://www.forbes.com/companies/g4s/,fullcontact_336,0.9790490868386659
http://www.forbes.com/companies/lg-display/,fullcontact_477,0.3419355974373173
http://www.forbes.com/companies/forest-laboratories/,fullcontact_332,0.9879061846285154
http://www.forbes.com/companies/tenet-healthcare/,fullcontact_733,0.935853326883806
http://www.forbes.com/companies/syngenta/,fullcontact_714,0.9814911666338965
http://www.forbes.com/companies/japan-tobacco/,fullcontact_1221,0.9801955965633712
http://www.forbes.com/companies/citrix-systems/,fullcontact_216,0.8735940799944453
http://www.forbes.com/companies/jm-smucker/,fullcontact_441,0.9389598269104407
http://www.forbes.com/companies/alfa-laval/,fullcontact_71,0.9807223954022647
http://www.forbes.com/companies/noble-energy/,fullcontact_1881,0.9895678345772584
http://www.forbes.com/companies/luxottica-group/,fullcontact_1276,0.8245383354857364
http://www.forbes.com/companies/cerner/,fullcontact_206,0.8029462802282301
http://www.forbes.com/companies/encana/,fullcontact_290,0.8191208338405466
http://www.forbes.com/companies/danone/,fullcontact_248,0.9834324516514
