variant,model,train_total,train_positives,train_negatives,f1,precision,recall,tokens_used
faiss_small,rf,100,34,66,0.8108108108108107,0.9493670886075949,0.7075471698113207,0
faiss_small,xgb,100,34,66,0.7845303867403315,0.9466666666666667,0.6698113207547169,0
faiss_small,hist_gb,100,34,66,0.7657142857142857,0.9710144927536232,0.6320754716981132,0
faiss_small,gb,100,34,66,0.7431693989071039,0.8831168831168831,0.6415094339622641,0
faiss_small,logreg,100,34,66,0.7410714285714286,0.7033898305084746,0.7830188679245284,0
faiss_large,hist_gb,600,200,400,0.8369565217391304,0.9871794871794872,0.7264150943396226,0
faiss_large,rf,600,200,400,0.8290155440414508,0.9195402298850575,0.7547169811320755,0
faiss_large,gb,600,200,400,0.8105263157894737,0.9166666666666666,0.7264150943396226,0
faiss_large,logreg,600,200,400,0.8080808080808081,0.8695652173913043,0.7547169811320755,0
faiss_large,xgb,600,200,400,0.7932960893854747,0.9726027397260274,0.6698113207547169,0
active,hist_gb,1750,1346,404,0.8380952380952382,0.8461538461538461,0.8301886792452831,0
active,rf,1750,1346,404,0.8292682926829269,0.8585858585858586,0.8018867924528302,0
active,xgb,1750,1346,404,0.8169014084507042,0.8130841121495327,0.8207547169811321,0
active,gb,1750,1346,404,0.8110599078341014,0.7927927927927928,0.8301886792452831,0
active,logreg,1750,1346,404,0.8,0.851063829787234,0.7547169811320755,0
faiss_small_plus_random,rf,120,34,86,0.8044692737430168,0.9863013698630136,0.6792452830188679,0
faiss_small_plus_random,gb,120,34,86,0.8021978021978022,0.9605263157894737,0.6886792452830188,0
faiss_small_plus_random,xgb,120,34,86,0.7932960893854747,0.9726027397260274,0.6698113207547169,0
faiss_small_plus_random,hist_gb,120,34,86,0.7914438502673796,0.9135802469135802,0.6981132075471698,0
faiss_small_plus_random,logreg,120,34,86,0.7368421052631579,0.6885245901639344,0.7924528301886793,0
faiss_large_plus_random,rf,720,200,520,0.8186528497409327,0.9080459770114943,0.7452830188679245,0
faiss_large_plus_random,gb,720,200,520,0.8167539267015705,0.9176470588235294,0.7358490566037735,0
faiss_large_plus_random,logreg,720,200,520,0.8020304568527918,0.8681318681318682,0.7452830188679245,0
faiss_large_plus_random,hist_gb,720,200,520,0.7912087912087911,0.9473684210526315,0.6792452830188679,0
faiss_large_plus_random,xgb,720,200,520,0.7783783783783783,0.9113924050632911,0.6792452830188679,0
active_plus_random,xgb,1375,769,606,0.8487804878048781,0.8787878787878788,0.8207547169811321,0
active_plus_random,rf,1375,769,606,0.8484848484848485,0.9130434782608695,0.7924528301886793,0
active_plus_random,hist_gb,1375,769,606,0.8341232227488152,0.8380952380952381,0.8301886792452831,0
active_plus_random,gb,1375,769,606,0.826923076923077,0.8431372549019608,0.8113207547169812,0
active_plus_random,logreg,1375,769,606,0.8256880733944955,0.8035714285714286,0.8490566037735849,0
provided_faiss_small,xgb,100,34,66,0.8191489361702127,0.9390243902439024,0.7264150943396226,0
provided_faiss_small,hist_gb,100,34,66,0.7837837837837837,0.75,0.8207547169811321,0
provided_faiss_small,rf,100,34,66,0.782608695652174,0.673469387755102,0.9339622641509434,0
provided_faiss_small,gb,100,34,66,0.7607843137254902,0.6510067114093959,0.9150943396226415,0
provided_faiss_small,logreg,100,34,66,0.7160493827160495,0.635036496350365,0.8207547169811321,0
provided_faiss_large,rf,581,189,392,0.7443946188340809,0.7094017094017094,0.7830188679245284,0
provided_faiss_large,logreg,581,189,392,0.6043956043956045,0.7236842105263158,0.5188679245283019,0
