id1,id2,label,triplet_group
http://dbpedia.org/resource/China_Mobile,http://www.forbes.com/companies/china-communications-services/,FALSE,
http://dbpedia.org/resource/Israel_Discount_Bank,http://www.forbes.com/companies/bank-leumi/,FALSE,
http://dbpedia.org/resource/Prudential_plc,http://www.forbes.com/companies/prudential-financial/,FALSE,
http://dbpedia.org/resource/Hellenic_Aerospace_Industry,http://www.forbes.com/companies/hellenic-petroleum/,FALSE,
http://dbpedia.org/resource/Motor_Oil_Hellas,http://www.forbes.com/companies/hellenic-petroleum/,FALSE,
http://dbpedia.org/resource/Pidilite_Industries,http://www.forbes.com/companies/grasim-industries/,FALSE,
http://dbpedia.org/resource/Imperial_Tobacco,http://www.forbes.com/companies/imperial-tobacco-group/,TRUE,
http://dbpedia.org/resource/Avenir_Telecom,http://www.forbes.com/companies/vivendi/,FALSE,
http://dbpedia.org/resource/Clorox,http://www.forbes.com/companies/clorox/,TRUE,
http://dbpedia.org/resource/Larsen_&_Toubro,http://www.forbes.com/companies/larsen-toubro/,TRUE,
http://dbpedia.org/resource/Prudential_Financial,http://www.forbes.com/companies/prudential-financial/,TRUE,
http://dbpedia.org/resource/TJX_Companies,http://www.forbes.com/companies/tjx-cos/,TRUE,
http://dbpedia.org/resource/Dubai_Banking_Group,http://www.forbes.com/companies/dubai-islamic-bank/,FALSE,
http://dbpedia.org/resource/Neste_Oil,http://www.forbes.com/companies/neste-oil/,TRUE,
http://dbpedia.org/resource/Tokyo_Star_Bank,http://www.forbes.com/companies/bank-of-yokohama/,FALSE,
http://dbpedia.org/resource/Weichai_Power,http://www.forbes.com/companies/weichai-power/,TRUE,
http://dbpedia.org/resource/Woolworths_(New_Zealand),http://www.forbes.com/companies/woolworths/,FALSE,
http://dbpedia.org/resource/Caltex_Woolworths,http://www.forbes.com/companies/woolworths/,FALSE,
http://dbpedia.org/resource/Turkcell,http://www.forbes.com/companies/turkcell/,TRUE,
http://dbpedia.org/resource/Masco,http://www.forbes.com/companies/masco/,TRUE,
http://dbpedia.org/resource/Rubbermaid,http://www.forbes.com/companies/clorox/,FALSE,
http://dbpedia.org/resource/Ohzora_Publishing,http://www.forbes.com/companies/dai-nippon-printing/,FALSE,
http://dbpedia.org/resource/Metro_Inc.,http://www.forbes.com/companies/metro-inc/,TRUE,
http://dbpedia.org/resource/Harbin_Power_Equipment,http://www.forbes.com/companies/weichai-power/,FALSE,
http://dbpedia.org/resource/Dai-Ichi_Kangyo_Bank,http://www.forbes.com/companies/dai-ichi-life-insurance/,FALSE,
http://dbpedia.org/resource/Kingdom_Holding_Company,http://www.forbes.com/companies/kingdom-holding/,TRUE,
http://dbpedia.org/resource/Compaq,http://www.forbes.com/companies/hewlett-packard/,FALSE,
http://dbpedia.org/resource/Musco_Lighting,http://www.forbes.com/companies/masco/,FALSE,
http://dbpedia.org/resource/Bank_Leumi,http://www.forbes.com/companies/bank-leumi/,TRUE,
