id1,id2,label,triplet_group
http://dbpedia.org/resource/Beatties_of_London,fullcontact_1623,FALSE,
http://dbpedia.org/resource/St%C3%A4ubli,fullcontact_1691,FALSE,
http://dbpedia.org/resource/Tata_Interactive_Systems,fullcontact_1148,FALSE,
http://dbpedia.org/resource/Centerra_Gold,fullcontact_290,FALSE,
http://dbpedia.org/resource/Shell_Canada,fullcontact_290,FALSE,
http://dbpedia.org/resource/INETCO_Systems_Limited,fullcontact_1180,FALSE,
http://dbpedia.org/resource/Tekserve,fullcontact_1698,TRUE,
http://dbpedia.org/resource/Oxygen_Games,fullcontact_1237,FALSE,
http://dbpedia.org/resource/TransCanada_Corporation,fullcontact_754,TRUE,
http://dbpedia.org/resource/Welspun_Group,fullcontact_1868,TRUE,
http://dbpedia.org/resource/Tata_Elxsi,fullcontact_1148,TRUE,
http://dbpedia.org/resource/Synology_Inc.,fullcontact_1910,TRUE,
http://dbpedia.org/resource/DONG_Energy,fullcontact_793,FALSE,
http://dbpedia.org/resource/Groupe_SEB,fullcontact_362,TRUE,
http://dbpedia.org/resource/Mediabistro,fullcontact_1960,FALSE,
http://dbpedia.org/resource/The_J._Peterman_Company,fullcontact_1463,TRUE,
http://dbpedia.org/resource/Compa%C3%B1%C3%ADa_Nacional_de_Chocolates_de_Per%C3%BA_S.A.,fullcontact_1782,FALSE,
http://dbpedia.org/resource/Petroper%C3%BA,fullcontact_1782,FALSE,
http://dbpedia.org/resource/WeeWorld,fullcontact_1023,TRUE,
http://dbpedia.org/resource/EWOS,fullcontact_1061,TRUE,
http://dbpedia.org/resource/TransForce,fullcontact_754,FALSE,
http://dbpedia.org/resource/Really_Simple_Systems,fullcontact_1242,FALSE,
http://dbpedia.org/resource/Infosys,fullcontact_418,TRUE,
http://dbpedia.org/resource/J._C._Penney,fullcontact_1463,FALSE,
http://dbpedia.org/resource/Viacom_Media_Networks,fullcontact_1295,FALSE,
http://dbpedia.org/resource/ClickSoftware_Technologies,fullcontact_1752,TRUE,
http://dbpedia.org/resource/Orange_Espa%C3%B1a,fullcontact_859,FALSE,
http://dbpedia.org/resource/Noweco,fullcontact_1061,FALSE,
http://dbpedia.org/resource/Leister_Technologies,fullcontact_1691,TRUE,
http://dbpedia.org/resource/AaB_A/S,fullcontact_793,FALSE,
http://dbpedia.org/resource/Clariant,fullcontact_218,TRUE,
http://dbpedia.org/resource/Fox_Television_Studios,fullcontact_1261,FALSE,
http://dbpedia.org/resource/Chicago_Options_Associates,fullcontact_352,FALSE,
http://dbpedia.org/resource/The_Media_Kitchen,fullcontact_1960,TRUE,
http://dbpedia.org/resource/Orenda_Engines,fullcontact_1608,FALSE,
http://dbpedia.org/resource/Encana,fullcontact_290,TRUE,
http://dbpedia.org/resource/Viacom_International,fullcontact_794,FALSE,
http://dbpedia.org/resource/Engineering_Software_Lab,fullcontact_1752,FALSE,
http://dbpedia.org/resource/Welspun_Syntex_Ltd,fullcontact_1868,FALSE,
http://dbpedia.org/resource/Viacom_(original),fullcontact_794,TRUE,
http://dbpedia.org/resource/LEAD_Technologies,fullcontact_976,FALSE,
http://dbpedia.org/resource/Welspun_Corp_Ltd,fullcontact_1868,FALSE,
http://dbpedia.org/resource/Lithium_Technologies,fullcontact_976,TRUE,
http://dbpedia.org/resource/Asus,fullcontact_1910,FALSE,
http://dbpedia.org/resource/Storage_Made_Easy,fullcontact_1242,TRUE,
http://dbpedia.org/resource/Vestas,fullcontact_793,TRUE,
http://dbpedia.org/resource/Oxygen_Studios,fullcontact_1237,FALSE,
http://dbpedia.org/resource/General_Growth_Properties,fullcontact_352,TRUE,
http://dbpedia.org/resource/Calidad_Pascual,fullcontact_1111,FALSE,
http://dbpedia.org/resource/First_Calgary_Financial,fullcontact_1009,TRUE,
http://dbpedia.org/resource/Byyd,fullcontact_1623,TRUE,
http://dbpedia.org/resource/BRB_Internacional,fullcontact_859,TRUE,
http://dbpedia.org/resource/Viacom_(original),fullcontact_1295,TRUE,
http://dbpedia.org/resource/Norsat,fullcontact_1180,FALSE,
http://dbpedia.org/resource/Chesapeake_Bay_Foundation,fullcontact_1316,TRUE,
http://dbpedia.org/resource/Rentech,fullcontact_1698,FALSE,
http://dbpedia.org/resource/21st_Century_Fox,fullcontact_1261,TRUE,
http://dbpedia.org/resource/Magic_Software_Enterprises,fullcontact_1752,FALSE,
http://dbpedia.org/resource/Welspun_Corp_Ltd,fullcontact_1868,FALSE,
http://dbpedia.org/resource/Overseas_Containers,fullcontact_1242,FALSE,
http://dbpedia.org/resource/Clariant_Chemicals,fullcontact_218,FALSE,
http://dbpedia.org/resource/Eberhard_&_Co.,fullcontact_1929,FALSE,
http://dbpedia.org/resource/TC_Transcontinental,fullcontact_754,FALSE,
http://dbpedia.org/resource/J.P._Instruments,fullcontact_1463,FALSE,
http://dbpedia.org/resource/Maryland_Drydock_Company,fullcontact_1316,FALSE,
http://dbpedia.org/resource/Viacom_Media_Networks,fullcontact_794,FALSE,
http://dbpedia.org/resource/20th_Century_Fox_Television,fullcontact_1261,FALSE,
http://dbpedia.org/resource/Viacom_International,fullcontact_1295,FALSE,
http://dbpedia.org/resource/Valley_First,fullcontact_1009,FALSE,
http://dbpedia.org/resource/Bod%C3%B8_Energi,fullcontact_1061,FALSE,
http://dbpedia.org/resource/Telik,fullcontact_1698,FALSE,
http://dbpedia.org/resource/El_Corte_Ingl%C3%A9s,fullcontact_859,FALSE,
http://dbpedia.org/resource/Worldweaver_Ltd,fullcontact_1023,FALSE,
http://dbpedia.org/resource/LOUD_Technologies,fullcontact_976,FALSE,
