id1,id2,score,is_correct,classification
http://www.forbes.com/companies/icbc/,fullcontact_408,1.0,True,TP
http://www.forbes.com/companies/china-shenhua-energy/,fullcontact_208,1.0,False,FP
http://www.forbes.com/companies/china-coal-energy/,fullcontact_208,1.0,False,FP
http://www.forbes.com/companies/general-electric/,fullcontact_343,1.0,False,FP
http://www.forbes.com/companies/general-electric/,fullcontact_352,1.0,False,FP
http://www.forbes.com/companies/general-electric/,fullcontact_1330,1.0,False,FP
http://www.forbes.com/companies/general-motors/,fullcontact_349,1.0,False,FP
http://www.forbes.com/companies/general-motors/,fullcontact_352,1.0,False,FP
http://www.forbes.com/companies/general-motors/,fullcontact_356,1.0,False,FP
http://www.forbes.com/companies/general-motors/,fullcontact_1172,1.0,False,FP
http://www.forbes.com/companies/general-dynamics/,fullcontact_349,1.0,False,FP
http://www.forbes.com/companies/general-dynamics/,fullcontact_352,1.0,False,FP
http://www.forbes.com/companies/general-mills/,fullcontact_343,1.0,False,FP
http://www.forbes.com/companies/general-mills/,fullcontact_349,1.0,False,FP
http://www.forbes.com/companies/general-mills/,fullcontact_352,1.0,False,FP
http://www.forbes.com/companies/general-growth-properties/,fullcontact_343,1.0,False,FP
http://www.forbes.com/companies/general-growth-properties/,fullcontact_349,1.0,False,FP
http://www.forbes.com/companies/general-growth-properties/,fullcontact_352,1.0,False,FP
http://www.forbes.com/companies/general-growth-properties/,fullcontact_1330,1.0,False,FP
http://www.forbes.com/companies/wells-fargo/,fullcontact_812,1.0,False,FP
http://www.forbes.com/companies/bank-of-china/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-china/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-china/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-america/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-of-america/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-america/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-communications/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-communications/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-nova-scotia/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-nova-scotia/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-of-nova-scotia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-nova-scotia/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-nova-scotia/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-montreal/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-montreal/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-ny-mellon/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-beijing/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-beijing/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-mandiri/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-mandiri/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-mandiri/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-mandiri/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-rakyat-indonesia/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-rakyat-indonesia/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-rakyat-indonesia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/mt-bank/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-central-asia/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-central-asia/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-central-asia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-baroda/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-baroda/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-east-asia/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-east-asia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-east-asia/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-east-asia/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-hapoalim/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-hapoalim/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-hapoalim/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-hapoalim/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-hapoalim/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-ireland/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-ireland/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-ireland/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-negara-indonesia/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-negara-indonesia/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-negara-indonesia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-of-india/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-of-india/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-india/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-of-india/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-greece/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-of-greece/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-greece/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-yokohama/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-yokohama/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-ningbo/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-ningbo/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-nanjing/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-nanjing/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-leumi/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-leumi/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-leumi/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-leumi/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-leumi/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-ayudhya/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-ayudhya/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-chongqing/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-chongqing/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/77-bank/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-kyoto/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-kyoto/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-muscat/,fullcontact_133,1.0,True,TP
http://www.forbes.com/companies/bank-muscat/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-muscat/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-muscat/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-muscat/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-muscat/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-audi/,fullcontact_852,1.0,False,FP
http://www.forbes.com/companies/bank-of-queensland/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-of-queensland/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-queensland/,fullcontact_162,1.0,True,TP
http://www.forbes.com/companies/bank-of-nagoya/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-nagoya/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-of-iwate/,fullcontact_134,1.0,False,FP
http://www.forbes.com/companies/bank-of-iwate/,fullcontact_162,1.0,False,FP
http://www.forbes.com/companies/bank-danamon-indonesia/,fullcontact_133,1.0,False,FP
http://www.forbes.com/companies/bank-danamon-indonesia/,fullcontact_135,1.0,False,FP
http://www.forbes.com/companies/bank-danamon-indonesia/,fullcontact_136,1.0,False,FP
http://www.forbes.com/companies/royal-bank-of-canada/,fullcontact_1693,1.0,False,FP
http://www.forbes.com/companies/royal-ahold/,fullcontact_1690,1.0,False,FP
http://www.forbes.com/companies/royal-ahold/,fullcontact_1693,1.0,False,FP
http://www.forbes.com/companies/royal-bank-of-scotland/,fullcontact_1693,1.0,False,FP
http://www.forbes.com/companies/royal-caribbean-cruises/,fullcontact_1693,1.0,False,FP
http://www.forbes.com/companies/royal-boskalis/,fullcontact_1690,1.0,False,FP
http://www.forbes.com/companies/royal-boskalis/,fullcontact_1693,1.0,False,FP
http://www.forbes.com/companies/toyota-motor/,fullcontact_751,1.0,False,FP
http://www.forbes.com/companies/toyota-motor/,fullcontact_1422,1.0,False,FP
http://www.forbes.com/companies/toyota-motor/,fullcontact_1793,1.0,False,FP
http://www.forbes.com/companies/toyota-industries/,fullcontact_751,1.0,False,FP
http://www.forbes.com/companies/toyota-industries/,fullcontact_1422,1.0,False,FP
http://www.forbes.com/companies/toyota-industries/,fullcontact_1793,1.0,False,FP
http://www.forbes.com/companies/toyota-tsusho/,fullcontact_752,1.0,False,FP
http://www.forbes.com/companies/toyota-tsusho/,fullcontact_1422,1.0,False,FP
http://www.forbes.com/companies/toyota-tsusho/,fullcontact_1793,1.0,False,FP
